  -1.0326997e+00   4.9988785e+00
   6.1814855e+00   4.3853076e+00
   6.1754709e+00  -1.6639616e+00
   5.2243959e+00  -1.3119390e+00
  -5.0134558e-01   1.1959974e+00
   4.5960525e+00   3.3086428e+00
   3.1859494e+00   4.5444571e+00
   7.7297455e+00   2.0761920e+00
   4.4899149e+00   6.1998122e+00
   6.0033058e+00   5.1835894e+00
   2.5379771e+00   7.6864933e+00
   2.3239150e+00   3.3133391e+00
   6.2531380e+00   1.2514568e+00
  -1.1653019e+00  -9.4370797e-01
  -6.6828992e-01   4.1095866e+00
  -2.6611387e-01   5.7880224e+00
   1.9093780e+00   2.2345292e+00
   6.3137974e+00  -1.0917671e+00
   6.0336439e+00   6.6471491e-01
  -1.3952882e+00  -4.6343282e-01
   1.9925777e+00   8.1005303e-01
   3.2687583e+00   2.4008514e+00
   2.1679947e+00   3.2714274e+00
   4.5685989e+00   2.5742437e+00
   4.2797336e+00   6.7537160e+00
   9.1984080e-01   3.1805211e+00
   2.3165117e+00   7.4362262e+00
  -1.8451287e+00   4.3770910e+00
   7.8406372e+00   7.5769394e+00
  -3.2831590e-01   4.0707035e-01
  -9.3783655e-01   4.7612230e+00
   1.7240974e+00   8.9064572e-01
  -1.8815975e-02   4.7180817e+00
   2.8968764e+00   4.9514050e+00
   1.3949341e+00  -1.3200723e+00
   7.5163046e+00   5.4790157e-01
   7.2033204e+00   2.4040031e-01
  -1.4732300e+00   4.6783273e+00
   5.3785810e+00   6.4439216e+00
   6.9119426e-01   1.4446241e+00
   2.2283562e+00   5.8051965e+00
   3.4787090e+00   4.7533207e+00
   7.4273698e+00  -1.9328469e+00
   2.1774410e+00   4.0217049e+00
   7.8305247e+00   1.8677119e+00
   1.0145495e+00   7.1599124e+00
   5.0109876e+00  -1.9884894e+00
   4.6633885e+00   2.6244916e+00
   3.3912647e+00   2.2434904e+00
   4.9810552e+00   2.6091637e+00
   4.6652791e+00   5.7015973e+00
  -2.1867546e-01   1.2247181e+00
  -7.1985600e-01   5.8473929e+00
   7.9908039e+00   2.7135715e+00
  -2.8878934e-01  -1.6423727e+00
  -1.6739918e+00  -2.4125584e-01
   3.6119979e+00   5.2175803e+00
   6.8186650e+00   2.7348599e+00
   4.6917530e+00  -4.7278800e-01
  -9.5667328e-02   1.4112461e+00
   1.6891655e+00   4.0738921e+00
   2.6072594e+00  -8.2547445e-02
   7.8163795e+00   5.3842684e+00
  -4.3595048e-01   4.2849598e-01
   6.5552281e+00   7.1742434e+00
   4.4476454e+00   6.9061587e-01
   1.7627221e+00   5.6550002e+00
  -9.0763048e-02  -1.1338023e-01
   2.2825299e+00   8.7498173e-01
   2.8202206e+00  -1.0888654e+00
  -7.9388387e-01   3.7620938e+00
   3.8950748e+00   4.8336324e+00
   2.6187680e-01   3.4659311e+00
   1.8461912e+00   2.2572884e+00
   3.8298638e+00   4.4444278e+00
   5.1806122e-01   4.4761763e+00
   9.0440664e-01   4.7901675e+00
   4.1709088e+00   4.3578671e+00
   6.5280910e-01   7.4517411e+00
   6.2437627e+00   8.9349224e-02
   7.8266340e+00   5.0928170e+00
   5.3024879e+00   3.6230577e-01
   1.4387700e+00  -8.0603752e-01
   3.8406933e+00   4.0730394e+00
  -9.2230985e-01   2.5013770e+00
   7.0630815e+00   2.5872549e+00
   6.7965372e+00   4.6194475e+00
   6.1776056e+00   5.7028551e+00
   6.0727999e-01   1.5021801e+00
   3.9435625e+00   4.6200960e+00
  -1.7748741e+00   2.1615859e+00
   2.2525932e+00   6.4192915e+00
   1.1271889e+00   6.3291682e+00
  -3.8515256e-01   5.6440992e-01
  -2.1233813e-01   4.1346074e+00
   2.2288569e+00   3.8224916e+00
  -1.0577066e+00   3.4073934e+00
   3.9852367e+00   6.6994103e+00
   2.7092426e+00   6.4779026e-01
   4.9594931e+00   1.1807408e+00
